expr_id,translation_id,dataset_id,object_id,language,text,score,object_id_old,image_id,x,y,w,h,x_480,y_480,w_480,h_480,x_224,y_224,w_224,h_224,split,height,width,image_path,name,threshold,x_256,y_256,w_256,h_256
3999722,399974,6,182526,cn,蓝色汽车,0.8099167346954346,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.7700323820114136,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,de,blaues Auto,0.8391628265380859,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.7988552212715149,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,du,blauwe auto,0.863811731338501,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,en,blue car,100.0,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,es,coche azul,0.863867998123169,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,fr,voiture bleue,0.8568230867385864,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,it,macchina blu,0.8594924211502075,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,ko,푸른 차,0.8545876741409302,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,pt,car azul,0.8546512126922607,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.7889952659606934,0.085953125,0.239609375,0.788765625,0.529203125
3999722,399974,6,182526,ru,голубой автомобиль,0.8565150499343872,832,10229,55.01,73.35,504.81,338.69,0.085953125,0.2396093749999999,0.788765625,0.529203125,0.0859531249999999,0.2396093749999999,0.7887656249999999,0.5292031249999999,test,480.0,640.0,coco_images/000000010229.jpg,refcoco+,0.8,0.085953125,0.239609375,0.788765625,0.529203125
