,expr_id,translation_id,dataset_id,object_id,language,text,score,object_id_old,image_id,x,y,w,h,x_480,y_480,w_480,h_480,x_224,y_224,w_224,h_224,split,height,width,image_path,name,threshold,x_256,y_256,w_256,h_256,group_id,text_refined
0,4021691,402170,6,183304,cn,最近的披萨店,0.8163287043571472,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.7700323820114136,0.12809375,0.4683125,0.87190625,0.375828125,0,最近的披萨
1,4021691,402170,6,183304,de,Die nächste Pizzeria,0.8129991292953491,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.7988552212715149,0.12809375,0.4683125,0.87190625,0.375828125,0,Nächste Pizza
2,4021691,402170,6,183304,du,De dichtstbijzijnde pizzeria,0.8703323006629944,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,De dichtstbijzijnde pizza
3,4021691,402170,6,183304,en,closest pizza,100.0,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,closest pizza
4,4021691,402170,6,183304,es,La pizza más cercana,0.8372045159339905,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,Pizza más cercana
5,4021691,402170,6,183304,fr,La pizza la plus proche,0.844076931476593,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,pizza la plus proche
6,4021691,402170,6,183304,it,La pizza più vicina,0.8475081324577332,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,pizza più vicina
7,4021691,402170,6,183304,ko,가장 가까운 피자,0.8622570037841797,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,가장 가까운 피자
8,4021691,402170,6,183304,pt,A pizza mais próxima,0.8192713260650635,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.7889952659606934,0.12809375,0.4683125,0.87190625,0.375828125,0,pizza mais próxima
9,4021691,402170,6,183304,ru,самая близкая пиццерия,0.8623859882354736,1610,18780,81.98,219.72,558.02,240.53,0.12809375,0.4683124999999999,0.87190625,0.375828125,0.1280937499999999,0.4683125,0.87190625,0.3758281249999999,val,480.0,640.0,coco_images/000000018780.jpg,refcoco+,0.8,0.12809375,0.4683125,0.87190625,0.375828125,0,ближайшая пицца
