,expr_id,translation_id,dataset_id,object_id,language,text,score,object_id_old,image_id,x,y,w,h,x_480,y_480,w_480,h_480,x_224,y_224,w_224,h_224,split,height,width,image_path,name,threshold,x_256,y_256,w_256,h_256
0,5390442,539046,6,231504,cn,佩戴黑色衬衫的人举着伞,0.8337486982345581,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.7700323820114136,0.0050625,0.373921875,0.244375,0.488765625
1,5390442,539046,6,231504,de,Person in schwarzem Hemd mit Regenschirm,0.8230146765708923,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.7988552212715149,0.0050625,0.373921875,0.244375,0.488765625
2,5390442,539046,6,231504,du,persoon in een zwart shirt met paraplu,0.843667209148407,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
3,5390442,539046,6,231504,en,black shirt person holding umbrella,100.0,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
4,5390442,539046,6,231504,es,Persona con camisa negra que sostiene un paraguas,0.8684436082839966,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
5,5390442,539046,6,231504,fr,Personne en chemise noire tenant un parapluie,0.865501880645752,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
6,5390442,539046,6,231504,it,Persona con camicia nera che tiene un ombrello,0.8604226112365723,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
7,5390442,539046,6,231504,ko,우산을 들고 있는 검은색 셔츠 입은 사람,0.836223840713501,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
8,5390442,539046,6,231504,pt,Pessoa com camisa preta segurando um guarda-chuva,0.861125111579895,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.7889952659606934,0.0050625,0.373921875,0.244375,0.488765625
9,5390442,539046,6,231504,ru,человек в черной рубашке с зонтиком,0.8365277647972107,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
10,5390443,539047,6,231504,cn,身穿黑衬衫牛仔裤的男子,0.8468893766403198,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.7700323820114136,0.0050625,0.373921875,0.244375,0.488765625
11,5390443,539047,6,231504,de,Mann in schwarzem Hemd und Jeans,0.8500251173973083,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.7988552212715149,0.0050625,0.373921875,0.244375,0.488765625
12,5390443,539047,6,231504,du,een man in een zwart shirt en spijkerbroek,0.8518929481506348,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
13,5390443,539047,6,231504,en,man in black shirt and jeans,100.0,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
14,5390443,539047,6,231504,es,hombre con camisa y pantalones de color negro,0.8687580823898315,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
15,5390443,539047,6,231504,fr,Homme en chemise noire et jeans,0.8726096153259277,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
16,5390443,539047,6,231504,it,uomo in camicia nera e jeans,0.8848955631256104,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
17,5390443,539047,6,231504,ko,검은 셔츠와 청바지를 입은 남자,0.8790885210037231,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
18,5390443,539047,6,231504,pt,homem de camisa preta e jeans,0.863047182559967,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.7889952659606934,0.0050625,0.373921875,0.244375,0.488765625
19,5390443,539047,6,231504,ru,мужчина в черной рубашке и джинсах,0.8690052032470703,49810,581282,3.24,159.31,156.4,312.81,0.0050625,0.373921875,0.244375,0.488765625,0.0050624999999999,0.373921875,0.244375,0.488765625,test,480.0,640.0,coco_images/000000581282.jpg,refcoco+,0.8,0.0050625,0.373921875,0.244375,0.488765625
20,4788053,478808,6,210329,cn,坐在长凳上的男人,0.8196272850036621,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.7700323820114136,0.039328125,0.23653125,0.42,0.60246875
21,4788053,478808,6,210329,de,Mann auf einer Bank,0.8229717016220093,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.7988552212715149,0.039328125,0.23653125,0.42,0.60246875
22,4788053,478808,6,210329,du,een man op een bank,0.8256821632385254,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
23,4788053,478808,6,210329,en,man on bench,100.0,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
24,4788053,478808,6,210329,es,Hombre sentado en un banco,0.8485844135284424,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
25,4788053,478808,6,210329,fr,Homme sur un banc,0.8305897116661072,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
26,4788053,478808,6,210329,it,uomo su panchina,0.8422433137893677,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
27,4788053,478808,6,210329,ko,벤치에 앉은 남자,0.8489233255386353,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
28,4788053,478808,6,210329,pt,homem em banco,0.7969201803207397,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.7889952659606934,0.039328125,0.23653125,0.42,0.60246875
29,4788053,478808,6,210329,ru,человек на скамейке,0.8442116975784302,28635,334742,25.17,56.38,268.8,385.58,0.039328125,0.23809375,0.42,0.60246875,0.039328125,0.2398794642857143,0.42,0.6024687499999999,val,448.0,640.0,coco_images/000000334742.jpg,refcoco+,0.8,0.039328125,0.23653125,0.42,0.60246875
30,5388631,538864,6,231440,cn,黄色靴子,0.8293771743774414,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.7700323820114136,0.196484375,0.491875,0.2176875,0.300640625
31,5388631,538864,6,231440,de,gelbe Stiefel,0.8452115058898926,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.7988552212715149,0.196484375,0.491875,0.2176875,0.300640625
32,5388631,538864,6,231440,du,gele laarzen,0.8335381746292114,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
33,5388631,538864,6,231440,en,yellow boots,100.0,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
34,5388631,538864,6,231440,es,Botas amarillas,0.858672022819519,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
35,5388631,538864,6,231440,fr,Bottes jaunes,0.8522287607192993,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
36,5388631,538864,6,231440,it,Stivali gialli,0.8455425500869751,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
37,5388631,538864,6,231440,ko,노란색 부츠,0.8604172468185425,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
38,5388631,538864,6,231440,pt,botas amarelas,0.854828953742981,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.7889952659606934,0.196484375,0.491875,0.2176875,0.300640625
39,5388631,538864,6,231440,ru,желтые ботинки,0.8368754386901855,49746,580668,125.75,207.3,139.32,192.41,0.196484375,0.4926562500000001,0.2176874999999999,0.300640625,0.196484375,0.4935491071428571,0.2176874999999999,0.3006406249999999,test,425.0,640.0,coco_images/000000580668.jpg,refcoco+,0.8,0.196484375,0.491875,0.2176875,0.300640625
40,2789952,278997,5,139975,cn,白色汽车,0.81831955909729,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.7700323820114136,0.3868125,0.533234375,0.37371875,0.1406875
41,2789952,278997,5,139975,de,weißes Auto,0.8508952856063843,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.7988552212715149,0.3868125,0.533234375,0.37371875,0.1406875
42,2789952,278997,5,139975,du,witte auto,0.8601813316345215,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
43,2789952,278997,5,139975,en,white car,100.0,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
44,2789952,278997,5,139975,es,coche blanco,0.8683731555938721,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
45,2789952,278997,5,139975,fr,voiture blanche,0.8595584034919739,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
46,2789952,278997,5,139975,it,macchina bianca,0.8649263381958008,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
47,2789952,278997,5,139975,ko,흰색 차,0.8672633171081543,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
48,2789952,278997,5,139975,pt,car branco,0.8522815108299255,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.7889952659606934,0.3868125,0.533234375,0.37371875,0.1406875
49,2789952,278997,5,139975,ru,белый автомобиль,0.8576843738555908,8280,95061,247.56,233.77,239.18,90.04,0.3868125,0.534015625,0.37371875,0.1406875,0.3868125,0.5349084821428571,0.37371875,0.1406875,test,424.0,640.0,coco_images/000000095061.jpg,refcoco,0.8,0.3868125,0.533234375,0.37371875,0.1406875
50,5380982,538100,6,231170,cn,电视上的白人,0.8491530418395996,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.7700323820114136,0.373953125,0.43271875,0.412828125,0.308140625
51,5380982,538100,6,231170,de,weißer Mann im Fernsehen,0.8525575399398804,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.7988552212715149,0.373953125,0.43271875,0.412828125,0.308140625
52,5380982,538100,6,231170,du,Witte kerel op tv,0.8718173503875732,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.8,0.373953125,0.43271875,0.412828125,0.308140625
53,5380982,538100,6,231170,en,white guy on tv,100.0,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.8,0.373953125,0.43271875,0.412828125,0.308140625
54,5380982,538100,6,231170,es,Chico blanco en la TV,0.8724660873413086,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.8,0.373953125,0.43271875,0.412828125,0.308140625
55,5380982,538100,6,231170,fr,Homme blanc à la télé,0.874085545539856,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.8,0.373953125,0.43271875,0.412828125,0.308140625
56,5380982,538100,6,231170,it,Ragazzo bianco in TV,0.8789312839508057,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.8,0.373953125,0.43271875,0.412828125,0.308140625
57,5380982,538100,6,231170,ko,TV에 나온 백인,0.8754344582557678,49476,577725,239.33,169.44,264.21,197.21,0.373953125,0.4314166666666666,0.4128281249999999,0.308140625,0.373953125,0.4299285714285714,0.4128281249999999,0.308140625,test,426.0,640.0,coco_images/000000577725.jpg,refcoco+,0.8,0.373953125,0.43271875,0.412828125,0.308140625
